vnf-2
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.074575,0.07462,0.07462,0.07462,0.07462,0.07457
200,0.150115,0.14978,0.149725,0.15,0.14912,0.14883
300,0.222605,0.221685,0.22088,0.219775,0.2207,0.217845
400,0.3003,0.29909,0.29733,0.29625,0.29609,0.294065
500,0.37382,0.372,0.3696,0.36961,0.368395,0.362555
vnf-3
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.111935,0.112125,0.112125,0.112125,0.11202,0.112125
200,0.225225,0.22468,0.22419,0.224365,0.22187,0.22173
300,0.33664,0.33579,0.332025,0.333695,0.329345,0.325
400,0.44782,0.44606,0.44014,0.44278,0.43969,0.434105
500,0.558185,0.55783,0.5439,0.54651,0.54698,0.53386
vnf-4
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.149855,0.149855,0.14927,0.149855,0.149685,0.149715
200,0.298435,0.29798,0.29589,0.29699,0.290145,0.29287
300,0.448175,0.44614,0.434645,0.436475,0.435165,0.430445
400,0.59639,0.593215,0.5613,0.559275,0.56346,0.543575
500,0.739115,0.744095,0.681995,0.67432,0.72073,0.64612
vnf-5
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.187395,0.188005,0.186725,0.187275,0.188005,0.187255
200,0.374485,0.37553,0.371295,0.37079,0.37034,0.362895
300,0.561295,0.562755,0.5347,0.53195,0.530075,0.51849
400,0.73908,0.74427,0.6718,0.66279,0.723235,0.641425
500,0.91227,0.926025,0.77473,0.756315,0.87214,0.705765
